age,income,transaction_amount,credit_score,account_balance,years_customer,education,employment_status,region,account_type,target
36.0,30567.0,2478.27,814.0,77011.8,9.0,Bachelor,,North,Basic,1
44.0,40655.0,422.89,,39038.78,7.0,High School,Retired,South,Basic,0
62.0,10721.0,74.81,,,4.0,Master,Retired,East,Premium,0
52.0,32629.0,158.86,726.0,10954.71,7.0,Master,Employed,South,Basic,1
37.0,18245.0,91.85,541.0,94855.17,3.0,Master,Student,Central,,0
39.0,63288.0,66.54,682.0,70141.59,2.0,Bachelor,Unemployed,East,Premium,0
24.0,284418.0,797.72,770.0,37555.26,,Master,Retired,South,Basic,1
39.0,54168.0,342.34,523.0,38961.23,3.0,High School,,South,Basic,1
35.0,10000.0,498.76,,9048.41,3.0,Bachelor,Student,West,Premium,1
44.0,27201.0,201.17,659.0,45692.32,,High School,Employed,Central,Basic,0
27.0,40054.0,403.38,642.0,67302.39,8.0,Master,Employed,East,Standard,0
47.0,38944.0,148.91,633.0,95255.45,2.0,High School,,South,Standard,0
62.0,20238.0,184.11,561.0,64758.64,5.0,Master,Self-Employed,Central,Standard,0
38.0,44189.0,528.12,680.0,65071.15,7.0,High School,Retired,West,Standard,0
46.0,13440.0,81.47,590.0,78641.39,6.0,Master,Employed,North,Basic,0
50.0,17052.0,480.15,,50980.51,1.0,High School,,South,Basic,0
33.0,60878.0,956.07,499.0,3213.89,2.0,Bachelor,,Central,Basic,0
43.0,16114.0,64.16,536.0,88985.75,5.0,Master,Retired,North,VIP,0
40.0,55858.0,1138.76,768.0,40247.14,4.0,Master,Retired,South,Standard,0
41.0,12142.0,41.39,656.0,98466.47,3.0,Master,Employed,North,Basic,1
28.0,,,709.0,40637.79,4.0,,Self-Employed,Central,Premium,1
40.0,19547.0,471.46,579.0,66833.45,4.0,Bachelor,Employed,Central,Standard,0
47.0,30365.0,409.83,494.0,45987.35,6.0,,Self-Employed,Central,Standard,0
61.0,47310.0,50.68,597.0,23241.95,4.0,High School,Self-Employed,West,Standard,1
54.0,23103.0,802.01,496.0,93077.15,10.0,Bachelor,Unemployed,Central,Premium,1
72.0,40730.0,14305.03,593.0,62719.03,4.0,PhD,,South,Standard,0
28.0,57542.0,99.97,742.0,45052.17,8.0,Master,Student,West,Premium,1
53.0,78314.0,1127.52,642.0,14416.75,6.0,High School,Employed,Central,,1
42.0,68404.0,406.88,765.0,99910.71,2.0,High School,Employed,Central,Standard,1
72.0,31651.0,1373.92,695.0,89514.56,9.0,Bachelor,Self-Employed,Central,Basic,0
27.0,32295.0,96.84,735.0,42278.51,1.0,High School,,South,Basic,0
27.0,237824.0,785.16,630.0,17145.73,3.0,Bachelor,,North,Standard,0
31.0,77645.0,30.82,538.0,2968.66,7.0,PhD,Employed,West,VIP,1
18.0,17370.0,1073.63,568.0,15183.52,8.0,PhD,Employed,Central,Premium,0
32.0,39339.0,560.67,748.0,53442.91,8.0,High School,Self-Employed,,Basic,1
28.0,27774.0,231.22,664.0,81579.23,4.0,Bachelor,Retired,West,Basic,0
42.0,32589.0,105.65,540.0,36352.17,4.0,Master,Retired,West,Basic,0
45.0,13580.0,847.86,701.0,43398.13,5.0,High School,Self-Employed,North,Basic,0
68.0,26120.0,462.21,525.0,47327.19,5.0,High School,Employed,West,Basic,0
54.0,154700.0,223.47,686.0,1757.64,5.0,,Student,South,Premium,0
31.0,57714.0,293.35,629.0,17704.1,4.0,,,West,Premium,0
26.0,10000.0,875.91,705.0,50090.88,4.0,Master,Employed,South,Standard,0
47.0,96122.0,206.95,628.0,27939.34,6.0,High School,,South,Basic,0
20.0,86829.0,46.95,708.0,52332.29,4.0,Master,Student,South,Basic,1
67.0,27243.0,1211.15,527.0,10810.01,3.0,Bachelor,Employed,Central,Basic,0
57.0,,244.98,676.0,80281.53,5.0,Bachelor,Self-Employed,West,Basic,1
32.0,18260.0,214.15,,78374.44,5.0,Bachelor,Self-Employed,North,Basic,0
18.0,24929.0,114.33,679.0,66985.9,2.0,Master,,South,VIP,0
60.0,120431.0,1138.57,625.0,53143.99,9.0,Bachelor,Employed,South,Basic,0
38.0,29220.0,122.63,578.0,38988.36,3.0,Bachelor,Self-Employed,East,Basic,0
58.0,,506.23,641.0,68265.34,7.0,Bachelor,Student,North,Premium,0
18.0,34522.0,1063.33,749.0,78181.91,1.0,Master,Employed,South,VIP,0
31.0,34102.0,17.77,601.0,80859.24,6.0,Bachelor,Employed,North,Premium,0
40.0,94721.0,882.44,665.0,34758.07,8.0,Master,,Central,Premium,1
40.0,36734.0,264.32,,19394.88,10.0,Master,,East,Standard,0
33.0,25919.0,536.44,492.0,34183.1,3.0,Bachelor,Retired,East,Standard,0
,83787.0,232.93,656.0,772.52,3.0,Bachelor,Employed,South,Premium,0
23.0,39999.0,594.57,,42322.73,6.0,PhD,Employed,South,VIP,1
37.0,,146.71,543.0,27348.21,3.0,Bachelor,Self-Employed,West,Basic,0
41.0,,11.09,726.0,79003.99,4.0,Master,Student,Central,Basic,1
47.0,42401.0,1476.22,460.0,,4.0,High School,Self-Employed,North,Standard,0
50.0,36400.0,8.25,645.0,2598.45,4.0,High School,Employed,East,Standard,0
23.0,,868.92,538.0,14428.69,7.0,High School,Employed,West,Basic,0
18.0,15420.0,92.65,684.0,54219.13,4.0,Bachelor,Employed,North,Standard,0
59.0,23810.0,248.97,605.0,61809.73,6.0,PhD,Retired,South,Basic,0
44.0,36419.0,864.37,602.0,76887.95,4.0,High School,Employed,North,Basic,1
28.0,31078.0,115.29,559.0,96828.57,4.0,Master,Employed,Central,Premium,0
63.0,100502.0,1003.87,478.0,70191.97,,,Employed,West,Basic,1
41.0,43214.0,344.34,626.0,54489.68,8.0,Bachelor,Unemployed,Central,Premium,0
57.0,71964.0,227.97,593.0,41442.53,3.0,Master,Employed,North,VIP,0
41.0,36589.0,,616.0,73819.3,7.0,PhD,,West,Premium,0
70.0,84544.0,208.81,622.0,93475.14,7.0,Bachelor,Employed,Central,Premium,0
,49912.0,213.31,582.0,42290.92,4.0,PhD,Employed,West,Standard,0
36.0,36707.0,661.24,659.0,58463.28,6.0,High School,Self-Employed,East,Basic,0
54.0,35931.0,185.41,632.0,20703.44,6.0,High School,Employed,North,Standard,1
49.0,16923.0,112.05,716.0,85746.69,5.0,High School,,North,Basic,0
60.0,54476.0,824.21,840.0,71352.67,3.0,PhD,Employed,South,Basic,1
25.0,35166.0,818.33,668.0,35470.72,4.0,Bachelor,,South,Premium,0
50.0,,344.17,738.0,87404.77,6.0,Bachelor,Employed,Central,Basic,0
,,373.97,660.0,97084.7,3.0,Master,Employed,South,VIP,0
18.0,13357.0,595.49,687.0,28852.0,3.0,Master,Employed,West,Premium,0
22.0,25900.0,355.93,623.0,18662.95,4.0,Bachelor,Employed,South,VIP,0
18.0,82633.0,269.82,641.0,83189.22,6.0,Master,Employed,West,Standard,0
35.0,46742.0,2638.69,586.0,58243.04,5.0,Bachelor,,North,Standard,0
50.0,34951.0,79.87,763.0,88436.83,,Bachelor,Unemployed,North,Premium,0
62.0,44391.0,449.14,727.0,34751.79,4.0,Bachelor,Employed,South,Standard,1
41.0,41920.0,1085.18,670.0,58125.41,3.0,Bachelor,Employed,East,Basic,0
64.0,10793.0,581.12,567.0,57721.19,5.0,High School,,West,Standard,0
19.0,27462.0,1063.99,635.0,18823.18,3.0,High School,Employed,North,Standard,0
18.0,132351.0,204.99,727.0,99193.17,3.0,,Employed,East,Basic,0
39.0,21429.0,158.72,845.0,66405.93,6.0,Master,Employed,Central,Basic,1
45.0,28151.0,952.82,,66414.54,8.0,,Student,South,Standard,0
39.0,23545.0,250.53,748.0,29686.96,8.0,Bachelor,Employed,East,Premium,0
,,618.39,663.0,65038.22,5.0,Bachelor,Employed,South,Standard,0
38.0,22776.0,79.94,752.0,83297.61,7.0,Master,Employed,East,Basic,1
20.0,53604.0,704.96,482.0,81350.25,5.0,Bachelor,Unemployed,South,VIP,1
50.0,42525.0,398.12,581.0,91972.5,3.0,High School,Employed,East,Standard,0
45.0,67429.0,156.41,675.0,14867.81,5.0,High School,Employed,West,Basic,1
25.0,15665.0,341.11,,18282.74,4.0,,Employed,Central,Standard,1
32.0,27659.0,596.92,683.0,71016.87,4.0,High School,,Central,Standard,0
24.0,30315.0,5.98,653.0,80773.87,6.0,Bachelor,Employed,West,Standard,0
39.0,52287.0,507.32,521.0,67431.01,6.0,PhD,,West,Basic,1
54.0,19253.0,390.0,506.0,14285.82,,,Retired,Central,VIP,0
25.0,,124.41,,59494.84,2.0,High School,Unemployed,Central,Premium,1
,93819.0,699.15,558.0,74838.14,6.0,Master,Employed,West,Premium,1
32.0,16463.0,180.82,613.0,13698.05,3.0,High School,,West,Premium,0
28.0,24521.0,162.08,700.0,5583.42,6.0,Bachelor,,East,Standard,0
38.0,23729.0,318.59,643.0,25479.8,5.0,High School,,Central,Standard,0
24.0,298316.0,563.74,616.0,9075.18,6.0,Other,,North,Premium,1
31.0,25747.0,1321.45,528.0,14853.94,8.0,Master,Self-Employed,Central,Basic,0
22.0,138982.0,76.2,769.0,20337.4,3.0,Other,,Central,Standard,1
69.0,13183.0,252.48,714.0,53069.18,3.0,Bachelor,,North,Standard,0
40.0,16453.0,34.67,598.0,15585.86,4.0,,Employed,North,Standard,1
29.0,20967.0,710.55,577.0,60468.22,4.0,High School,Unemployed,North,Standard,0
43.0,,8395.53,605.0,29066.03,6.0,Bachelor,Retired,South,Basic,0
38.0,29309.0,613.67,571.0,31055.49,5.0,Bachelor,Employed,Central,Premium,0
36.0,20598.0,,626.0,96739.85,3.0,High School,Employed,East,Standard,0
,18854.0,929.97,739.0,80515.26,2.0,Bachelor,Employed,North,Premium,1
51.0,91745.0,382.67,730.0,42414.24,8.0,Bachelor,Self-Employed,South,Basic,1
32.0,,1437.71,,44745.43,4.0,High School,Employed,North,Standard,1
31.0,77608.0,41.05,546.0,11479.26,3.0,High School,,Central,Basic,1
35.0,55226.0,361.06,567.0,,3.0,Bachelor,Employed,Central,Basic,1
18.0,39112.0,727.19,726.0,398.9,1.0,PhD,Employed,South,Standard,1
18.0,24400.0,458.34,686.0,14448.06,6.0,Master,Employed,South,Basic,0
60.0,16940.0,11.73,,53406.42,8.0,High School,Employed,Central,Standard,0
,48552.0,,706.0,18842.83,3.0,PhD,Student,North,Standard,1
36.0,14201.0,177.1,690.0,63278.01,6.0,Master,,West,Premium,1
48.0,,143.36,527.0,364.05,4.0,Bachelor,Employed,East,Basic,0
44.0,91338.0,332.44,469.0,9841.21,11.0,High School,Unemployed,East,Premium,1
80.0,,390.62,648.0,76468.35,4.0,Bachelor,Employed,West,Basic,0
56.0,49743.0,726.83,477.0,57652.15,3.0,Bachelor,,East,Standard,0
38.0,88006.0,,,1945.82,9.0,Bachelor,Retired,North,VIP,1
25.0,29831.0,289.87,690.0,20581.42,7.0,,Employed,Central,Basic,1
18.0,12454.0,382.82,620.0,23896.33,6.0,High School,Student,Central,Basic,0
43.0,59262.0,250.76,551.0,84906.06,4.0,Bachelor,,North,Standard,0
28.0,57264.0,1229.9,575.0,58253.75,4.0,Bachelor,Employed,East,Standard,0
18.0,38458.0,952.75,407.0,54142.48,8.0,Bachelor,,South,Standard,0
30.0,29914.0,303.46,761.0,8670.0,2.0,Bachelor,Employed,Central,Premium,0
23.0,78414.0,0.1,665.0,65694.47,5.0,Bachelor,,East,Standard,0
65.0,16504.0,1155.99,,,7.0,Bachelor,Employed,Central,Standard,1
53.0,19554.0,66.39,796.0,52174.14,8.0,Bachelor,Self-Employed,West,Standard,0
39.0,16212.0,140.2,574.0,59263.54,7.0,Bachelor,Employed,Central,Basic,0
62.0,38870.0,82.65,633.0,84187.61,6.0,High School,Employed,South,Standard,1
41.0,15209.0,99.11,594.0,80644.71,10.0,High School,Self-Employed,North,Basic,0
27.0,21006.0,811.97,816.0,19010.56,3.0,High School,Self-Employed,Central,Basic,0
62.0,20648.0,433.16,626.0,91619.17,7.0,High School,Employed,West,Basic,0
48.0,29481.0,1562.87,664.0,275.45,5.0,,Retired,Central,Premium,0
24.0,11049.0,,779.0,33012.56,5.0,High School,,West,Basic,0
37.0,38939.0,332.41,736.0,6636.65,3.0,Bachelor,Employed,North,Basic,0
26.0,98503.0,1895.53,519.0,72096.49,8.0,Bachelor,,North,Premium,0
19.0,40473.0,875.63,624.0,,5.0,Master,,Central,Standard,0
53.0,124624.0,,644.0,17494.31,2.0,Master,Employed,South,Basic,0
68.0,105577.0,104.73,662.0,8513.08,3.0,PhD,Employed,North,VIP,1
19.0,67655.0,733.55,675.0,22608.42,5.0,Bachelor,Unemployed,North,Basic,0
48.0,38551.0,,577.0,92075.14,6.0,PhD,Employed,North,Premium,1
30.0,36975.0,378.08,772.0,67765.47,4.0,High School,Self-Employed,East,Standard,1
32.0,,469.73,685.0,24224.07,6.0,High School,Retired,East,Basic,0
31.0,,469.99,702.0,89374.46,5.0,High School,Employed,West,Basic,1
27.0,10000.0,648.27,759.0,13649.47,4.0,Master,Employed,Central,Premium,0
40.0,53830.0,,672.0,68844.19,,High School,Self-Employed,East,Standard,1
,14693.0,35.41,633.0,42484.55,7.0,Bachelor,Self-Employed,South,Basic,0
44.0,16819.0,305.64,620.0,26831.61,5.0,PhD,,North,Premium,1
39.0,36322.0,545.35,631.0,26230.74,8.0,Bachelor,,Central,Standard,0
36.0,33654.0,175.48,637.0,50080.33,3.0,,,West,Standard,0
26.0,,187.75,497.0,93149.34,4.0,High School,Student,North,Premium,0
31.0,41456.0,66.52,600.0,74232.42,5.0,Bachelor,Employed,North,Basic,0
51.0,78661.0,271.17,562.0,66211.88,5.0,High School,,South,Premium,0
47.0,14725.0,2164.92,487.0,87552.09,1.0,,Employed,Central,VIP,0
25.0,,167.96,662.0,57033.59,7.0,Other,,South,Standard,0
41.0,10423.0,379.04,,19193.58,7.0,Bachelor,Employed,West,Standard,1
51.0,197572.0,679.8,581.0,97716.68,3.0,,Unemployed,West,VIP,0
18.0,26133.0,6.79,627.0,53474.4,6.0,,,North,Standard,0
48.0,40802.0,1153.5,695.0,31529.3,4.0,High School,Employed,West,Standard,0
30.0,10000.0,244.33,625.0,77817.06,3.0,Master,,Central,Premium,0
48.0,34554.0,1016.72,,46399.56,5.0,High School,,North,Basic,0
28.0,43598.0,19.86,,1246.17,6.0,High School,,Central,Standard,0
18.0,33896.0,78.72,698.0,31994.63,4.0,Bachelor,Unemployed,East,Premium,0
18.0,23145.0,194.69,648.0,45719.39,5.0,High School,Unemployed,South,Standard,0
40.0,17030.0,211.91,,37262.04,11.0,High School,Employed,Central,Standard,0
43.0,89717.0,941.26,612.0,55174.51,5.0,Bachelor,Employed,North,Standard,1
26.0,,,582.0,18335.97,5.0,,Employed,Central,Standard,0
49.0,124567.0,512.37,697.0,57243.59,8.0,High School,Self-Employed,West,Premium,0
18.0,23832.0,70.39,695.0,98652.33,6.0,Bachelor,Retired,West,Standard,0
39.0,25646.0,866.41,649.0,75381.2,7.0,High School,,North,VIP,1
21.0,69736.0,753.83,725.0,68454.93,6.0,Bachelor,Student,Central,Basic,1
30.0,10000.0,14682.51,650.0,20061.01,5.0,Master,,East,Standard,1
40.0,13755.0,119.56,675.0,58177.39,4.0,High School,Unemployed,West,Standard,0
27.0,87377.0,503.24,604.0,81967.52,7.0,Master,Employed,,Standard,0
34.0,14220.0,84.95,745.0,24063.84,5.0,High School,Retired,Central,Standard,0
55.0,10000.0,105.38,662.0,8678.49,6.0,Master,Student,Central,Standard,0
31.0,161914.0,492.67,,66176.47,4.0,High School,Employed,Central,Basic,0
52.0,,2368.12,655.0,67358.82,6.0,Master,,Central,Standard,0
23.0,42078.0,1108.48,656.0,80438.91,5.0,High School,Retired,South,Standard,0
47.0,38379.0,,670.0,62956.48,3.0,Bachelor,Student,Central,Standard,0
61.0,10000.0,386.68,485.0,84806.92,4.0,High School,Employed,North,Standard,0
18.0,29323.0,3214.17,683.0,26609.69,8.0,Bachelor,Employed,North,Basic,0
28.0,51986.0,396.37,,3528.3,4.0,Bachelor,Employed,Central,Basic,0
48.0,48216.0,272.46,631.0,73279.06,10.0,Bachelor,Employed,West,Premium,0
36.0,74818.0,1201.51,,38593.95,1.0,High School,Unemployed,,Premium,0
45.0,26635.0,133.41,,20962.98,10.0,High School,,Central,VIP,0
30.0,,51.31,586.0,5163.81,7.0,Master,,Central,Basic,0
41.0,20921.0,,626.0,75537.61,4.0,Bachelor,Employed,Central,Premium,0
37.0,11750.0,50.38,598.0,82632.32,3.0,High School,,Central,Standard,0
57.0,12859.0,233.52,590.0,38902.29,4.0,Bachelor,Employed,East,Standard,0
43.0,11274.0,275.46,591.0,88509.31,6.0,High School,Employed,North,Standard,0
45.0,81443.0,396.53,550.0,41555.66,4.0,High School,,West,Standard,0
33.0,10811.0,2393.32,604.0,95154.8,5.0,Bachelor,,North,Premium,0
32.0,45217.0,124.86,665.0,98320.88,3.0,Bachelor,Employed,Central,VIP,0
33.0,29356.0,16314.4,,81762.64,5.0,Bachelor,,West,Premium,0
45.0,,70.92,660.0,25623.28,7.0,Bachelor,,North,Basic,0
33.0,108107.0,467.75,692.0,36632.46,6.0,High School,,North,Standard,0
44.0,25572.0,650.38,638.0,,6.0,Bachelor,,South,VIP,0
71.0,59235.0,328.96,554.0,32868.05,7.0,Bachelor,Employed,West,Standard,0
53.0,37423.0,141.07,509.0,81892.98,,Bachelor,Employed,East,Standard,0
35.0,32156.0,484.96,714.0,92754.82,4.0,Bachelor,Employed,South,Premium,1
58.0,228656.0,387.35,773.0,98578.77,4.0,Bachelor,Employed,North,Premium,1
33.0,11463.0,93.88,762.0,33629.78,7.0,Bachelor,Retired,West,Basic,0
18.0,101854.0,260.17,,,3.0,,Employed,West,Basic,0
24.0,61397.0,285.64,674.0,16106.79,7.0,Bachelor,Employed,North,Standard,0
18.0,24745.0,2026.15,632.0,4746.25,5.0,Bachelor,Self-Employed,East,Premium,0
34.0,133713.0,946.19,631.0,17701.48,7.0,PhD,Employed,East,Basic,0
40.0,,662.83,591.0,28450.83,6.0,PhD,,North,VIP,1
65.0,23922.0,1098.11,582.0,39106.24,3.0,High School,Self-Employed,Central,Standard,0
44.0,13810.0,664.93,500.0,10971.09,7.0,High School,Employed,North,Basic,0
36.0,,,705.0,82023.48,6.0,Bachelor,Employed,Central,Basic,0
52.0,14906.0,28.05,694.0,61903.82,6.0,High School,Retired,East,Basic,0
18.0,,304.46,,56263.45,5.0,Bachelor,,South,Premium,0
43.0,31283.0,13454.64,750.0,54527.56,6.0,Bachelor,Unemployed,East,Standard,1
51.0,,437.69,828.0,28995.88,5.0,High School,Student,South,Standard,0
18.0,,96.29,530.0,93754.29,,High School,Retired,West,Standard,1
57.0,29292.0,208.13,695.0,23173.43,3.0,,,West,Standard,0
45.0,15200.0,191.2,648.0,66867.75,9.0,High School,Self-Employed,West,Standard,0
33.0,341498.0,151.46,778.0,25310.73,5.0,High School,,Central,Basic,0
49.0,,210.14,608.0,98961.97,5.0,High School,Employed,East,Standard,0
74.0,10000.0,361.65,734.0,91166.34,4.0,High School,Student,Central,Basic,0
,18514.0,965.06,705.0,26455.66,5.0,Bachelor,,North,Standard,0
43.0,13176.0,677.46,742.0,98747.04,5.0,,,South,Premium,0
33.0,70327.0,901.66,592.0,62595.94,4.0,Bachelor,Employed,Central,Basic,0
27.0,46972.0,1075.38,619.0,72855.4,4.0,Master,,North,Standard,1
52.0,,269.06,692.0,28291.6,7.0,PhD,,West,Basic,1
27.0,,212.34,,21596.89,8.0,High School,Employed,North,Basic,0
41.0,,29.68,667.0,85806.91,3.0,Bachelor,Student,East,Premium,0
32.0,26990.0,1333.15,,27519.16,2.0,Bachelor,Employed,North,Standard,0
47.0,34031.0,34.04,744.0,91752.94,1.0,Bachelor,Employed,Central,VIP,1
45.0,70846.0,,,36664.56,10.0,Master,Unemployed,West,VIP,0
55.0,47517.0,237.49,606.0,914.74,2.0,Bachelor,,Central,Standard,0
,54181.0,1485.82,718.0,59216.3,5.0,High School,,South,Standard,0
,54157.0,272.02,689.0,35362.64,1.0,Bachelor,Employed,North,Basic,0
25.0,73684.0,,578.0,97597.36,7.0,,Employed,South,Basic,1
33.0,45730.0,166.1,721.0,38671.68,5.0,Bachelor,Employed,East,Standard,1
45.0,48391.0,177.69,646.0,31446.84,6.0,Bachelor,,North,Standard,0
51.0,93999.0,452.58,541.0,56639.47,4.0,Other,,Central,Basic,0
26.0,,3102.98,,72988.77,5.0,Master,,Central,Premium,0
53.0,18313.0,364.46,,,3.0,Bachelor,Employed,South,Basic,0
60.0,14062.0,1376.85,465.0,6961.48,4.0,PhD,Employed,North,Premium,1
46.0,42038.0,771.47,674.0,41950.86,6.0,High School,,North,Standard,1
68.0,10000.0,794.49,671.0,66367.76,3.0,Bachelor,,North,VIP,1
28.0,52560.0,286.32,,496.89,4.0,Bachelor,Student,East,Premium,1
21.0,33277.0,244.32,732.0,48903.29,4.0,Other,Employed,Central,Standard,0
18.0,90013.0,106.55,562.0,80653.17,3.0,,Retired,South,Standard,0
62.0,21215.0,1661.3,656.0,5087.16,6.0,High School,Retired,West,Standard,0
49.0,30863.0,1601.91,590.0,34054.69,4.0,,,North,Standard,0
39.0,89122.0,687.32,567.0,40091.83,5.0,High School,Retired,North,Basic,1
44.0,109810.0,175.67,679.0,71628.48,6.0,Bachelor,,Central,Basic,1
23.0,,140.64,593.0,29571.9,4.0,Bachelor,Self-Employed,South,VIP,0
76.0,42000.0,7314.72,752.0,24626.78,4.0,High School,Employed,West,Standard,0
41.0,45960.0,34.43,651.0,11550.39,8.0,Master,,South,Basic,1
41.0,48968.0,927.56,718.0,99587.95,2.0,High School,,Central,VIP,1
50.0,29434.0,219.61,,47166.62,6.0,Bachelor,,North,Basic,0
47.0,101225.0,271.39,745.0,4821.18,5.0,Master,Self-Employed,Central,VIP,1
43.0,10000.0,891.83,626.0,7653.29,5.0,Master,,West,VIP,0
28.0,25928.0,47.49,640.0,12795.41,7.0,Bachelor,Employed,East,Standard,0
47.0,51965.0,218.61,578.0,21174.44,6.0,Bachelor,Employed,South,Standard,0
68.0,52353.0,1518.53,661.0,74042.53,4.0,Bachelor,Employed,South,Standard,0
60.0,,600.43,,,6.0,High School,Student,North,Standard,0
63.0,,703.12,740.0,77665.94,8.0,Bachelor,,South,Standard,1
32.0,,708.39,576.0,1981.82,3.0,Other,Student,Central,Basic,0
25.0,,31.24,615.0,26511.6,3.0,Bachelor,Employed,Central,Premium,0
38.0,20512.0,113.58,693.0,40552.56,9.0,Bachelor,Retired,East,Standard,0
40.0,,337.91,690.0,42901.37,6.0,High School,,East,Standard,1
56.0,154572.0,229.55,558.0,5356.01,6.0,Bachelor,,North,VIP,1
18.0,95985.0,,601.0,51152.03,3.0,Bachelor,,Central,VIP,1
62.0,39522.0,760.36,,28662.35,6.0,Bachelor,Student,West,Basic,0
37.0,27849.0,7.39,636.0,19147.31,7.0,Bachelor,,Central,Standard,0
33.0,,540.13,665.0,67116.15,1.0,High School,Employed,West,Basic,0
24.0,46556.0,0.06,710.0,8384.95,1.0,High School,Self-Employed,East,Basic,0
18.0,14880.0,32.57,638.0,86700.76,1.0,Bachelor,Retired,East,Premium,0
52.0,19254.0,262.37,657.0,89982.53,5.0,Master,Employed,Central,Basic,0
41.0,14008.0,919.26,,32553.65,3.0,High School,,South,Basic,0
20.0,25126.0,78.32,770.0,98689.96,1.0,Bachelor,Employed,South,Basic,1
20.0,,404.42,682.0,40126.66,5.0,,Retired,East,Standard,0
34.0,45201.0,567.39,627.0,96231.53,11.0,High School,Employed,North,Basic,0
65.0,22462.0,130.38,748.0,98687.84,5.0,High School,Employed,Central,Basic,0
36.0,85427.0,359.06,679.0,82691.02,9.0,Bachelor,Retired,East,VIP,0
18.0,30743.0,1211.85,667.0,12483.07,6.0,Bachelor,Employed,West,Basic,0
36.0,19337.0,358.95,650.0,58441.93,6.0,Master,Employed,East,VIP,1
35.0,43522.0,85.59,,73192.01,3.0,,,North,Standard,0
18.0,174702.0,494.18,779.0,7746.45,2.0,Bachelor,Employed,Central,Basic,0
39.0,47483.0,448.49,729.0,89364.19,6.0,Master,,North,Standard,0
36.0,27165.0,13.66,652.0,85180.46,5.0,Bachelor,Retired,South,VIP,0
50.0,,47.48,757.0,93385.64,5.0,,Employed,South,Basic,0
67.0,30469.0,85.26,629.0,51429.61,7.0,Master,,North,Basic,0
56.0,43824.0,73.26,579.0,,6.0,Master,Employed,North,Standard,0
35.0,26633.0,150.19,714.0,50634.48,6.0,Bachelor,Student,North,VIP,0
23.0,10000.0,302.66,765.0,72935.52,4.0,High School,Unemployed,South,VIP,1
78.0,18389.0,232.38,649.0,41620.52,5.0,Bachelor,Employed,West,Standard,1
40.0,116265.0,1106.6,781.0,35176.28,3.0,High School,,East,Basic,0
40.0,114370.0,473.52,533.0,7705.57,3.0,Bachelor,,East,Basic,1
39.0,17866.0,1044.32,642.0,44723.65,9.0,Bachelor,Employed,West,Basic,0
42.0,62205.0,374.37,581.0,39288.98,6.0,Master,Self-Employed,East,Premium,1
37.0,14145.0,47.08,580.0,66329.21,7.0,PhD,Self-Employed,Central,Standard,0
31.0,111686.0,,647.0,43874.5,6.0,Bachelor,,West,Basic,1
31.0,44187.0,863.08,787.0,403.88,6.0,Bachelor,,South,Standard,0
39.0,,107.9,755.0,48435.38,6.0,,Retired,South,Standard,0
31.0,,47.82,761.0,77371.48,4.0,Bachelor,Unemployed,South,Basic,1
29.0,62449.0,199.82,685.0,94530.47,5.0,Master,,North,Basic,0
41.0,36093.0,246.25,627.0,19295.58,7.0,Other,Retired,South,Premium,0
36.0,71793.0,182.83,676.0,42253.59,4.0,High School,Unemployed,East,Basic,1
62.0,75500.0,72.65,536.0,84746.08,6.0,Master,,East,Basic,1
18.0,,144.4,,4284.63,8.0,Bachelor,Employed,Central,Basic,1
56.0,22456.0,573.3,507.0,34989.53,4.0,Bachelor,Employed,North,Standard,0
58.0,,7690.41,639.0,59108.08,3.0,,Employed,South,Basic,0
